2001 12.579159

4001 8.631657

6001 5.364612

8001 5.707161

10001 8.693436

12001 4.470666

14001 6.48605

16001 5.20023

18001 9.459699

20001 7.022073

22001 2.811401

24001 2.535515

26001 2.241145

28001 3.224219

30001 1.957911

32001 2.130661

34001 2.203715

36001 1.984369

38001 3.452862

40001 2.100746

42001 1.786037

44001 1.391811

46001 1.376122

48001 1.044747

50001 1.185885

52001 0.959249

54001 1.132862

56001 0.600109

58001 1.595961

60001 1.676552

62001 1.677151

64001 4.20395

66001 4.690142

68001 3.588365

70001 2.518193

72001 1.50212

74001 1.354605

76001 0.709573

78001 0.736752

80001 4.310623

82001 2.556886

84001 2.331808

86001 2.508384

88001 2.156856

90001 1.874274

92001 1.704892

94001 1.199568

96001 1.349659

98001 0.855981

100001 1.474318

102001 1.849857

104001 1.275764

106001 1.524859

108001 1.238892

110001 1.172037

112001 1.117884

114001 0.696704

116001 0.896433

118001 0.709707

120001 0.732966

122001 0.761032

124001 0.896304

126001 1.108634

128001 0.878016

130001 0.686793

132001 0.948622

134001 0.977718

136001 0.998241

138001 0.629408

140001 0.745867

142001 1.262456

144001 1.267594

146001 0.922264

148001 0.901234

150001 0.824426

152001 0.528852

154001 0.65609

156001 0.864302

158001 0.67708

160001 0.475491

162001 0.670611

164001 0.522776

166001 0.443162

168001 0.863097

170001 0.699346

172001 0.581431

174001 0.499004

176001 0.265906

178001 0.327817

180001 0.499209

182001 0.636576

184001 0.676641

186001 0.666411

188001 0.574089

190001 0.690911

192001 0.649684

194001 0.678297

196001 0.895876

198001 0.358703

200001 0.446566

202001 0.310311

204001 0.285311

206001 0.464201

208001 0.290159


