2001 9.333244

4001 9.884242

6001 6.217241

8001 4.93391

10001 5.558597

12001 4.835655

14001 4.200121

16001 4.517871

18001 5.028274

20001 2.958697

22001 3.620414

24001 3.827581

26001 5.430795

28001 4.841862

30001 3.389393

32001 2.76246

34001 2.180217

36001 1.848601

38001 3.453751

40001 1.465649

42001 1.69177

44001 3.435877

46001 3.928481

48001 2.026454

50001 1.586524

52001 1.427414

54001 2.164345

56001 2.525276

58001 2.111907

60001 2.691547

62001 2.7459

64001 2.135108

66001 1.562617

68001 1.922263

70001 1.94708

72001 5.172456

74001 1.441226

76001 1.330083

78001 1.362861

80001 0.81533

82001 1.578353

84001 0.91468

86001 0.793892

88001 0.925037

90001 0.723338

92001 0.796253

94001 0.641767

96001 0.76359

98001 0.667704

100001 0.985399

102001 0.777075

104001 0.663781

106001 0.820105

108001 2.118704

110001 1.916098

112001 0.664011

114001 0.941609

116001 0.796312

118001 0.785321

120001 0.867517

122001 1.243972

124001 0.90153

126001 0.52816

128001 0.738408

130001 0.810419

132001 0.623155

134001 0.648509

136001 0.607461

138001 0.53364

140001 0.542519

142001 0.745921

144001 0.434913

146001 0.776271

148001 1.035509

150001 0.771943

152001 0.466021

154001 0.56629

156001 0.549499

158001 0.807605

160001 0.908534

162001 0.882571

164001 0.75569

166001 0.518712

168001 0.655854

170001 0.748886

172001 0.601303

174001 0.386283

176001 0.43692

178001 0.388157

180001 0.384194

182001 0.364532

184001 0.483437

186001 0.749343

188001 0.724036

190001 0.472723

192001 0.582841

194001 0.427277

196001 0.78568

198001 0.724722


