2001 6.332073
 
4001 7.486478
 
6001 7.080347
 
8001 3.551957
 
10001 3.313654
 
12001 3.742581
 
14001 1.783577
 
16001 2.687247
 
18001 3.526065
 
20001 2.817412
 
22001 2.275388
 
24001 1.926975
 
26001 2.143122
 
28001 2.510018
 
30001 2.945824
 
32001 2.973896
 
34001 1.485315
 
36001 1.855046
 
38001 1.162852
 
40001 1.778696
 
42001 1.418009
 
44001 1.690851
 
46001 0.843876
 
48001 1.104514
 
50001 0.665208
 
52001 1.409756
 
54001 2.602431
 
56001 3.711893
 
58001 1.441375
 
60001 1.680518
 
62001 1.084666
 
64001 1.343318
 
66001 0.931147
 
68001 1.234239
 
70001 0.802219
 
72001 0.645509
 
74001 0.727383
 
76001 0.585072
 
78001 0.891648
 
80001 1.197782
 
82001 1.023058
 
84001 0.979157
 
86001 0.974773
 
88001 0.585
 
90001 0.626021
 
92001 0.61647
 
94001 0.810023
 
96001 1.021663
 
98001 0.572523
 
100001 0.631432
 
102001 0.627513
 
104001 0.616498
 
106001 0.582143
 
108001 0.913498
 
110001 1.175085
 
112001 0.979995
 
114001 0.78541
 
116001 0.772103
 
118001 0.362155
 
120001 0.422501
 
122001 0.463179
 
124001 0.395446
 
126001 0.591403
 
128001 0.577994
 
130001 0.778938
 
132001 1.231017
 
134001 0.922439
 
136001 1.239384
 
138001 0.780746
 
140001 0.802181
 
142001 0.566639
 
144001 0.380211
 
146001 0.282773
 
148001 0.410197
 
150001 0.597285
 
152001 0.374367
 
154001 0.365574
 
156001 0.50532
 
158001 0.465138
 
160001 0.304108
 
162001 0.314895
 
164001 0.216023
 
166001 0.308208
 
168001 0.235838
 
170001 0.318538
 
172001 0.264972
 
174001 0.309882
 
176001 0.228373
 
178001 0.302747
 
180001 0.402802
 
182001 0.408116
 
184001 0.315724
 
186001 0.359357
 
188001 0.260961
 
190001 0.19992
 
192001 0.195781
 
194001 0.176139
 
196001 0.490048
 
198001 0.45402
 
