#! FIELDS TM1_TM6 fesdist dfesdist_TM1_TM6
#! SET normalisation  1.000000
#! SET min_TM1_TM6 1.0
#! SET max_TM1_TM6 5.0
#! SET nbins_TM1_TM6  250
#! SET periodic_TM1_TM6 false
 1.000000 inf 0.000000
 1.016000 inf 0.000000
 1.032000 inf 0.000000
 1.048000 inf 0.000000
 1.064000 inf 0.000000
 1.080000 inf 0.000000
 1.096000 inf 0.000000
 1.112000 inf 0.000000
 1.128000 inf 0.000000
 1.144000 inf 0.000000
 1.160000 inf 0.000000
 1.176000 inf 0.000000
 1.192000 inf 0.000000
 1.208000 inf 0.000000
 1.224000 inf 0.000000
 1.240000 inf 0.000000
 1.256000 inf 0.000000
 1.272000 inf 0.000000
 1.288000 inf 0.000000
 1.304000 inf 0.000000
 1.320000 inf 0.000000
 1.336000 inf 0.000000
 1.352000 inf 0.000000
 1.368000 inf 0.000000
 1.384000 inf 0.000000
 1.400000 inf 0.000000
 1.416000 inf 0.000000
 1.432000 inf 0.000000
 1.448000 inf 0.000000
 1.464000 inf 0.000000
 1.480000 inf 0.000000
 1.496000 inf 0.000000
 1.512000 inf 0.000000
 1.528000 inf 0.000000
 1.544000 inf 0.000000
 1.560000 inf 0.000000
 1.576000 inf 0.000000
 1.592000 inf 0.000000
 1.608000 inf 0.000000
 1.624000 inf 0.000000
 1.640000 inf 0.000000
 1.656000 inf 0.000000
 1.672000 inf 0.000000
 1.688000 inf 0.000000
 1.704000 inf 0.000000
 1.720000 inf 0.000000
 1.736000 inf 0.000000
 1.752000 inf 0.000000
 1.768000 inf 0.000000
 1.784000 inf 0.000000
 1.800000 inf 0.000000
 1.816000 inf 0.000000
 1.832000 inf 0.000000
 1.848000 inf 0.000000
 1.864000 inf 0.000000
 1.880000 inf 0.000000
 1.896000 inf 0.000000
 1.912000 inf 0.000000
 1.928000 inf 0.000000
 1.944000 inf 0.000000
 1.960000 inf 0.000000
 1.976000 inf 0.000000
 1.992000 inf 0.000000
 2.008000 inf 0.000000
 2.024000 inf 0.000000
 2.040000 inf 0.000000
 2.056000 inf 0.000000
 2.072000 inf 0.000000
 2.088000 inf 0.000000
 2.104000 inf 0.000000
 2.120000 inf 0.000000
 2.136000 inf 0.000000
 2.152000 inf 0.000000
 2.168000 inf 0.000000
 2.184000 inf 0.000000
 2.200000 inf 0.000000
 2.216000 inf 0.000000
 2.232000 inf 0.000000
 2.248000 inf 0.000000
 2.264000 inf 0.000000
 2.280000 inf 0.000000
 2.296000 inf 0.000000
 2.312000 inf 0.000000
 2.328000 inf 0.000000
 2.344000 inf 0.000000
 2.360000 inf 0.000000
 2.376000 inf 0.000000
 2.392000 inf 0.000000
 2.408000 inf 0.000000
 2.424000 inf 0.000000
 2.440000 inf 0.000000
 2.456000 inf 0.000000
 2.472000 inf 0.000000
 2.488000 inf 0.000000
 2.504000 inf 0.000000
 2.520000 inf 0.000000
 2.536000 inf 0.000000
 2.552000 inf 0.000000
 2.568000 inf 0.000000
 2.584000 53.259818 -202.373675
 2.600000 50.116912 -186.207673
 2.616000 45.969133 -186.514079
 2.632000 40.937815 -190.596492
 2.648000 37.400321 -182.946631
 2.664000 33.975470 -176.899587
 2.680000 30.897056 -168.875562
 2.696000 28.071859 -160.177275
 2.712000 25.494808 -150.387074
 2.728000 23.106897 -140.582208
 2.744000 20.900587 -130.769435
 2.760000 18.858555 -121.301530
 2.776000 16.975343 -112.165243
 2.792000 15.238867 -103.557303
 2.808000 13.637892 -95.600758
 2.824000 12.160807 -88.367038
 2.840000 10.795223 -81.887422
 2.856000 9.528862 -76.129190
 2.872000 8.350465 -70.995904
 2.888000 7.250883 -66.333200
 2.904000 6.223885 -61.950064
 2.920000 5.266470 -57.649906
 2.936000 4.378556 -53.266430
 2.952000 3.562420 -48.680510
 2.968000 2.821826 -43.829654
 2.984000 2.161101 -38.706300
 3.000000 1.584354 -33.345073
 3.016000 1.094916 -27.806883
 3.032000 0.695048 -22.162226
 3.048000 0.385899 -16.478699
 3.064000 0.167606 -10.814866
 3.080000 0.039451 -5.219490
 3.096000 0.000000 0.266226
 3.112000 0.047212 5.607638
 3.128000 0.178552 10.777471
 3.144000 0.391137 15.760757
 3.160000 0.681976 20.557860
 3.176000 1.048212 25.185742
 3.192000 1.487360 29.669053
 3.208000 1.997324 34.028149
 3.224000 2.576192 38.261114
 3.240000 3.221763 42.327535
 3.256000 3.930827 46.144374
 3.272000 4.698558 49.589949
 3.288000 5.518142 52.532223
 3.304000 6.380861 54.890363
 3.320000 7.277468 56.692728
 3.336000 8.200472 58.123547
 3.352000 9.146665 59.523256
 3.368000 10.118830 61.312003
 3.384000 11.126282 63.829389
 3.400000 12.182449 67.258109
 3.416000 13.302163 71.592971
 3.432000 14.498840 76.712267
 3.448000 15.783499 82.451040
 3.464000 17.165941 88.625179
 3.480000 18.653043 95.179001
 3.496000 20.250857 102.146573
 3.512000 21.971128 109.421897
 3.528000 23.819473 117.192668
 3.544000 25.826209 124.871872
 3.560000 27.986142 133.130270
 3.576000 30.323506 141.819953
 3.592000 32.838820 151.232451
 3.608000 35.506719 162.268788
 3.624000 38.964985 166.394828
 3.640000 42.040457 179.034555
 3.656000 46.236471 191.590856
 3.672000 106.876569 172.636735
 3.688000 109.770724 189.132628
 3.704000 inf 0.000000
 3.720000 inf 0.000000
 3.736000 inf 0.000000
 3.752000 inf 0.000000
 3.768000 inf 0.000000
 3.784000 inf 0.000000
 3.800000 inf 0.000000
 3.816000 inf 0.000000
 3.832000 inf 0.000000
 3.848000 inf 0.000000
 3.864000 inf 0.000000
 3.880000 inf 0.000000
 3.896000 inf 0.000000
 3.912000 inf 0.000000
 3.928000 inf 0.000000
 3.944000 inf 0.000000
 3.960000 inf 0.000000
 3.976000 inf 0.000000
 3.992000 inf 0.000000
 4.008000 inf 0.000000
 4.024000 inf 0.000000
 4.040000 inf 0.000000
 4.056000 inf 0.000000
 4.072000 inf 0.000000
 4.088000 inf 0.000000
 4.104000 inf 0.000000
 4.120000 inf 0.000000
 4.136000 inf 0.000000
 4.152000 inf 0.000000
 4.168000 inf 0.000000
 4.184000 inf 0.000000
 4.200000 inf 0.000000
 4.216000 inf 0.000000
