2001 16.665128

4001 7.559951

6001 5.518119

8001 4.745439

10001 4.553701

12001 4.194563

14001 2.144251

16001 2.841387

18001 3.068058

20001 3.488408

22001 2.690643

24001 2.194916

26001 2.049863

28001 6.87512

30001 4.78745

32001 3.378698

34001 4.786878

36001 2.600304

38001 2.511984

40001 3.079829

42001 2.187078

44001 2.222906

46001 2.230204

48001 1.255783

50001 1.386498

52001 1.262864

54001 2.248327

56001 1.270703

58001 1.74281

60001 0.822166

62001 0.835219

64001 0.813568

66001 1.739803

68001 1.112861

70001 0.737021

72001 0.689754

74001 1.088929

76001 1.093173

78001 0.984672

80001 0.758881

82001 0.711833

84001 0.781446

86001 0.94284

88001 0.703871

90001 0.789328

92001 0.613662

94001 0.550546

96001 0.964323

98001 0.824257

100001 0.558289

102001 0.793907

104001 0.651426

106001 0.693432

108001 0.569334

110001 0.778274

112001 0.348251

114001 0.353494

116001 0.38263

118001 0.467702

120001 0.723329

122001 0.650985

124001 0.489058

126001 0.479147

128001 0.704753

130001 0.317439

132001 0.388964

134001 0.414771

136001 0.430339

138001 0.386938

140001 0.37429

142001 0.469068

144001 0.533621

146001 0.545387

148001 0.636769

150001 0.868881

152001 0.456606

154001 0.477153

156001 0.403083

158001 0.390427

160001 0.426128

162001 0.386946

164001 0.316055

166001 0.51412

168001 0.329807

170001 0.65675

172001 0.400911

174001 0.509764

176001 0.582178

178001 0.40543

180001 0.472427

182001 0.489611

184001 0.440236

186001 0.466279

188001 0.439465

190001 0.35591

192001 0.329986

194001 0.452867

196001 0.336026

198001 0.319674
